,City,Cloudiness,County,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
90,ribeira grande,20,ES,1586898181,93,42.75,-8.44,60.01,5.82
91,atbasar,28,KZ,1586898182,72,51.8,68.33,36.5,12.95
92,belaya gora,0,UA,1586898182,71,49.03,25.77,35.69,9.48
93,rawson,0,AR,1586898182,43,-43.3,-65.1,64.06,9.73
94,bredasdorp,0,ZA,1586898182,81,-34.53,20.04,53.6,3.36
95,avarua,68,CK,1586898182,57,-21.21,-159.78,80.6,8.05
96,mataura,99,NZ,1586898182,94,-46.19,168.86,45.0,5.01
97,touros,75,BR,1586898182,83,-5.2,-35.46,82.4,4.7
98,puro,0,PH,1586898183,78,12.48,123.38,79.93,8.16
99,chapais,75,CA,1586898183,53,49.78,-74.85,26.6,26.4
100,puerto ayora,48,ES,1586898173,63,36.59,-6.23,64.4,11.41
101,ostrovnoy,89,RU,1586898183,88,68.05,39.51,34.65,14.56
102,tasiilaq,2,GL,1586898184,84,65.61,-37.64,32.0,1.12
103,filadelfia,75,US,1586898177,35,39.95,-75.16,57.99,5.82
104,plettenberg bay,23,DE,1586898185,80,51.22,7.88,46.99,3.36
105,whitehorse,20,CA,1586898186,39,60.72,-135.05,46.4,6.93
106,hithadhoo,66,MV,1586898187,65,-0.6,73.08,84.9,2.93
107,cockburn town,63,AU,1586898187,41,-32.08,141.0,57.2,8.05
108,pochutla,90,MX,1586898187,36,15.74,-96.47,93.2,17.22
109,finschhafen,100,PG,1586898187,73,-6.6,147.87,81.23,5.32
110,thompson,20,CA,1586898006,37,55.74,-97.86,21.2,12.75
111,kahului,40,US,1586898188,74,20.89,-156.47,78.8,10.54
112,moerai,88,PF,1586898188,68,-22.43,-151.33,77.29,13.06
113,ixtapa,5,MX,1586897890,61,20.7,-105.2,77.0,16.11
114,kruisfontein,6,ZA,1586898188,82,-34.0,24.73,56.59,5.61
115,sitka,90,US,1586898188,93,57.05,-135.33,44.6,1.57
116,healdsburg,20,US,1586898189,20,38.61,-122.87,79.0,3.36
117,fortuna,20,US,1586898189,67,40.6,-124.16,70.0,18.34
118,ryazanskaya,96,RU,1586898189,50,44.96,39.59,55.0,4.47
119,lucapa,14,AO,1586898189,71,-8.42,20.74,69.55,0.72
120,camapua,3,BR,1586898138,77,-19.53,-54.04,75.56,7.63
121,salinopolis,100,BR,1586898190,86,-0.61,-47.36,76.53,5.08
122,lugovoy,100,KZ,1586898190,72,42.95,72.76,47.05,8.7
123,labuhan,50,ID,1586898190,83,-6.88,112.21,78.06,2.39
124,koslan,72,RU,1586898190,84,63.46,48.9,34.92,9.46
125,caucaia,20,BR,1586898190,66,-3.74,-38.65,86.0,9.17
126,skelleftea,100,SE,1586898192,96,64.75,20.95,34.0,6.93
127,hirara,39,JP,1586898193,51,24.8,125.28,65.25,3.33
128,zabol,0,AF,1586898193,48,32.25,67.25,51.08,8.37
129,tura,0,IN,1586898134,51,25.52,90.22,74.39,4.45
130,biak,87,ID,1586898194,71,-0.91,122.88,80.55,2.98
131,mys shmidta,34,RU,1586898194,92,62.06,48.62,33.24,7.94
132,taranagar,68,IN,1586898194,12,28.67,75.04,87.37,10.67
133,yerbogachen,67,RU,1586898195,85,61.28,108.01,32.45,3.74
134,lavrentiya,100,RU,1586898195,96,65.58,-171.0,28.36,10.31
135,kampot,100,KH,1586898195,79,10.62,104.18,79.79,6.6
136,tekkali,0,IN,1586898197,82,18.62,84.23,78.57,7.54
137,karratha,21,AU,1586898197,71,-20.74,116.85,81.64,5.41
138,shelburne,40,CA,1586898197,52,44.08,-80.2,42.8,16.11
139,sao joao da barra,10,IN,1586898197,13,20.51,76.21,85.64,1.52
140,asosa,88,ET,1586898126,14,10.07,34.53,72.9,2.21
141,vila franca do campo,79,PT,1586898197,93,42.03,-8.16,62.01,6.93
142,galesong,20,ID,1586898198,100,-5.32,119.37,77.0,3.36
143,faya,20,SA,1586898198,88,18.39,42.45,64.4,10.29
144,salem,0,IN,1586898198,55,11.65,78.17,75.2,1.95
145,gamba,100,GA,1586898198,86,-2.65,10.0,80.69,5.88
146,kangaatsiaq,100,GL,1586898198,94,68.31,-53.46,25.92,18.68
147,palmas bellas,40,BR,1586898134,78,-10.21,-48.36,80.6,4.7
148,hamilton,40,US,1586898082,39,39.18,-84.53,48.2,12.75
149,muroto,99,JP,1586898199,47,33.28,134.15,55.76,4.47
150,wanning,100,CN,1586898199,76,18.8,110.4,68.09,2.66
151,togur,59,RU,1586898199,94,58.36,82.83,33.94,2.84
152,castro,25,BR,1586898013,65,-24.79,-50.01,62.85,3.58
153,kyabram,96,AU,1586898199,84,-36.32,145.05,54.0,5.64
154,dodge city,75,US,1586898200,61,43.42,-88.7,36.0,13.87
155,geneva,90,US,1586898200,55,41.89,-88.31,41.0,17.22
156,nikolskoye,75,RU,1586898200,98,59.7,30.79,35.01,6.71
157,prince rupert,1,CA,1586898201,90,52.97,-108.38,32.0,8.05
158,katsuura,0,JP,1586898201,52,35.13,140.3,46.4,2.24
159,hay river,3,GB,1586898201,75,52.07,-3.13,46.99,1.95
160,mandalgovi,0,MN,1586898202,49,45.76,106.27,29.34,14.12
161,vanavara,0,RU,1586898202,84,60.34,102.28,32.63,1.5
162,kanniyakumari,25,IN,1586898202,69,8.08,77.57,83.95,2.73
163,sarakhs,36,IR,1586898202,100,36.54,61.16,46.4,2.24
164,airai,86,TL,1586898203,68,-8.93,125.41,60.4,2.3
165,lysychovo,0,UA,1586898204,82,48.5,23.29,30.07,3.44
166,abnub,0,EG,1586898204,39,27.27,31.15,66.2,6.93
167,longyearbyen,75,SJ,1586898204,94,78.22,15.64,32.0,26.4
168,ust-tsilma,100,RU,1586898204,93,65.44,52.15,34.56,6.8
169,codrington,99,AU,1586898204,45,-38.27,141.97,62.53,14.18
170,talaya,100,RU,1586898205,88,61.38,152.75,13.32,6.26
171,egvekinot,100,RU,1586898205,93,66.32,-179.17,19.36,8.93
172,freeport,40,US,1586898172,37,40.66,-73.58,60.01,11.41
173,kodiak,90,US,1586898205,87,57.79,-152.41,42.8,6.93
174,winnemucca,1,US,1586898205,11,40.97,-117.74,57.2,9.17
175,upernavik,100,GL,1586898206,95,72.79,-56.15,23.95,2.82
176,souillac,75,MU,1586898206,83,-20.52,57.52,78.8,14.99
177,basco,84,PH,1586898206,76,20.45,121.97,71.98,11.27
178,sri aman,40,MA,1586898206,72,30.04,-8.8,64.4,5.82
179,tiznit,0,MA,1586898207,50,29.58,-9.5,59.88,3.85
180,vila velha,79,PT,1586898197,93,42.03,-8.16,62.01,6.93
181,pisco,20,PE,1586898207,30,-13.7,-76.22,75.0,11.41
182,butaritari,34,KI,1586898207,80,3.07,172.79,83.57,18.39
183,cayenne,95,GF,1586898207,65,4.93,-52.33,82.4,8.05
184,saint-philippe,1,RE,1586898207,78,-21.36,55.77,75.2,5.82
185,tessalit,99,ML,1586898208,13,20.2,1.01,87.8,15.43
186,balkanabat,0,TM,1586898208,36,39.51,54.37,55.11,12.5
187,cabo san lucas,100,BR,1586898208,70,-8.28,-35.03,84.2,5.82
188,saint-joseph,1,RE,1586898208,78,-21.37,55.62,75.2,5.82
189,bintulu,75,MY,1586898208,94,3.17,113.03,78.8,5.82
190,bereznik,100,RU,1586898208,90,62.86,42.71,38.82,10.96
191,jackson,1,US,1586898149,19,42.42,-122.83,70.0,5.82
192,tiksi,100,RU,1586898209,95,71.69,128.87,9.52,9.91
193,manavalakurichi,40,IN,1586898209,74,8.13,77.3,84.2,3.36
194,east london,40,IS,1586898210,48,65.0,-15.0,41.0,23.04
195,vostok,82,RU,1586898210,82,46.49,135.88,27.57,2.1
196,port hedland,84,CD,1586898166,61,-7.03,29.76,72.25,2.17
197,oranjemund,62,NA,1586897987,84,-28.55,16.43,57.06,11.83
198,klyuchi,74,RU,1586898211,59,52.27,79.17,47.88,5.53
199,arraial do cabo,75,BR,1586898211,64,-22.84,-46.65,73.0,6.93
200,vanimo,99,PG,1586898211,83,-2.67,141.3,79.38,5.32
201,chuy,100,UY,1586897963,87,-33.7,-53.46,58.75,25.28
202,ust-maya,46,RU,1586898211,95,60.42,134.53,23.22,3.56
203,brae,100,GB,1586898212,87,60.4,-1.35,46.4,25.28
204,ponta do sol,75,PT,1586898212,76,38.73,-28.27,53.6,27.51
205,nabire,89,ID,1586898212,88,-3.37,135.48,76.57,3.8
206,vaitape,23,PF,1586898212,72,-16.52,-151.75,83.52,7.27
207,geraldton,40,AU,1586898212,82,-28.77,114.6,62.6,9.17
208,georgetown,20,MY,1586898212,94,5.41,100.34,82.0,2.24
209,warrington,36,GB,1586898213,61,53.39,-2.58,48.0,4.7
210,lata,40,PT,1586898213,82,40.16,-8.33,63.0,6.93
211,sambava,86,MG,1586898214,84,-14.27,50.17,75.45,7.38
212,maroantsetra,17,MG,1586898214,83,-15.43,49.73,73.08,1.05
213,chkalovsk,40,RU,1586898214,62,56.76,43.24,53.6,11.18
214,goderich,89,CA,1586898134,81,43.75,-81.72,42.01,19.24
215,bubaque,36,GW,1586898216,67,11.28,-15.83,79.38,16.96
216,haines junction,1,US,1586898216,58,59.23,-135.44,53.6,11.41
217,kuybyshevo,100,RU,1586898217,69,47.81,38.91,48.76,10.74
218,xining,24,CN,1586898217,19,36.62,101.77,46.22,2.42
219,punta alta,0,PH,1586898217,82,8.99,125.34,75.52,5.66
220,amiens,0,FR,1586898218,77,49.9,2.3,43.0,5.82
221,saint-georges,20,GD,1586898126,70,12.06,-61.75,84.2,13.87
222,kaputa,99,ZM,1586898218,67,-8.47,29.66,68.86,1.59
223,nanortalik,14,GL,1586898219,93,60.14,-45.24,30.18,7.47
224,along,75,IN,1586898219,56,28.17,94.77,68.76,4.05
225,pangnirtung,20,CA,1586898219,66,66.15,-65.71,14.0,2.24
226,grindavik,75,IS,1586898220,86,63.84,-22.43,39.2,21.92
227,burgeo,63,CA,1586898220,81,47.62,-57.62,38.37,20.65
228,leningradskiy,97,RU,1586898222,92,69.38,178.42,10.56,3.8
229,bethel,20,US,1586898222,34,41.37,-73.41,57.99,8.05
230,ponta delgada,75,PT,1586898223,76,38.73,-28.27,53.6,27.51
231,praia da vitoria,75,CV,1586898136,69,14.92,-23.51,73.4,19.46
232,kaeo,38,NZ,1586898224,74,-35.1,173.78,61.0,11.99
233,japura,95,ID,1586898224,95,-0.32,102.35,74.62,1.14
234,tuktoyaktuk,90,CA,1586898185,92,69.45,-133.04,24.8,16.11
235,ilawa,29,PL,1586898225,62,53.6,19.57,35.01,7.0
236,port lincoln,84,CD,1586898167,61,-7.03,29.76,72.25,2.17
237,amuntai,91,ID,1586898225,92,-2.42,115.25,74.55,1.36
238,sibut,17,CF,1586898225,61,5.72,19.07,79.38,3.13
239,turayf,95,SA,1586898124,51,31.67,38.66,59.0,2.24
240,ugoofaaru,5,MV,1586898226,66,5.67,73.0,85.73,5.37
241,sola,97,VU,1586898066,82,-13.88,167.55,82.6,21.27
242,nome,90,US,1586898063,86,64.5,-165.41,33.8,17.22
243,coquimbo,90,CL,1586898227,77,-29.95,-71.34,60.8,12.75
244,mao,0,ES,1586898227,82,39.89,4.27,57.2,2.24
245,veraval,2,IN,1586898227,41,20.9,70.37,80.82,10.94
246,blackwater,0,AU,1586898227,76,-23.58,148.88,64.89,8.37
247,altay,96,CN,1586898227,49,47.87,88.12,45.05,3.44
248,kuching,20,MY,1586898228,94,1.55,110.33,77.0,2.24
249,catuday,41,PH,1586898228,76,16.29,119.81,77.86,4.34
250,bojnurd,20,IR,1586897958,86,37.47,57.33,41.0,2.24
251,faanui,24,PF,1586898228,72,-16.48,-151.75,82.69,7.43
252,barcelos,82,PT,1586898228,82,41.54,-8.62,62.01,1.99
253,saint-pierre,2,RE,1586898228,78,-21.34,55.48,75.2,5.82
254,loa janan,56,US,1586898229,22,38.4,-111.64,39.52,4.47
255,linkoping,98,SE,1586898229,80,58.41,15.62,44.01,11.41
256,flinders,36,AU,1586898229,67,-34.58,150.86,60.8,11.41
257,lorengau,97,PG,1586898229,75,-2.02,147.27,81.45,3.02
258,tabou,100,CI,1586898230,79,4.42,-7.35,81.36,4.9
259,port-cartier,20,CA,1586898230,39,50.03,-66.87,44.6,14.99
260,vila,79,PT,1586898230,93,42.03,-8.16,62.01,6.93
261,luanda,40,AO,1586898230,78,-8.84,13.23,82.4,11.41
262,yar-sale,100,RU,1586898230,99,66.83,70.83,29.97,7.74
263,alyangula,100,AU,1586898230,100,-13.85,136.42,73.4,9.08
264,hovd,99,MN,1586898231,48,48.01,91.64,43.45,2.19
265,sergeyevka,99,KZ,1586898231,78,53.88,67.42,38.12,14.9
266,mbala,100,ZM,1586898231,59,-8.84,31.37,63.14,1.99
267,dawson creek,90,US,1586898231,45,31.77,-84.45,82.4,5.82
268,ngunguru,54,NZ,1586898232,74,-35.62,174.5,61.0,11.99
269,karachi,75,PK,1586898220,83,24.91,67.08,78.8,9.17
270,rantauprapat,100,ID,1586898005,90,2.1,99.83,75.52,0.43
271,daru,86,PG,1586898234,82,-9.08,143.21,80.44,11.21
272,beipiao,97,CN,1586898234,36,41.79,120.78,53.31,2.21
273,klaksvik,100,FO,1586898234,93,62.23,-6.59,46.4,21.92
274,presidente medici,3,BR,1586898236,61,-29.95,-50.11,66.85,20.45
275,chegdomyn,0,RU,1586898188,83,51.12,133.02,30.2,0.58
276,dafeng,83,CN,1586898236,65,23.45,108.59,60.66,0.89
277,laibin,71,CN,1586898237,65,23.7,109.27,60.53,1.59
278,lencois paulista,20,BR,1586898237,88,-12.56,-41.39,77.0,3.36
279,comodoro rivadavia,97,BR,1586898237,81,-13.66,-59.79,73.42,3.56
280,jiamusi,0,CN,1586898238,69,46.83,130.35,38.89,6.93
281,rafaela,55,AR,1586898238,27,-31.25,-61.49,75.0,1.99
282,aksarka,100,RU,1586898238,96,66.56,67.8,32.68,6.11
283,olafsvik,100,IS,1586898238,75,64.89,-23.71,38.28,23.67
284,severo-kurilsk,100,RU,1586898239,93,50.68,156.12,29.91,12.48
285,liepaja,46,LV,1586898136,65,56.54,21.04,41.0,17.22
286,vidim,0,RU,1586898239,80,56.41,103.11,31.96,2.77
287,mount isa,61,GB,1586898183,65,53.66,-1.85,48.99,2.24
288,lazaro cardenas,41,DO,1586898240,54,19.46,-71.33,90.0,8.99
289,aquiraz,20,BR,1586898147,66,-3.9,-38.39,86.0,9.17
290,dehloran,68,IR,1586898241,27,32.69,47.27,69.06,3.0
291,kresttsy,98,RU,1586898243,86,58.25,32.52,34.92,7.56
292,isangel,93,VU,1586898243,76,-19.55,169.27,79.18,8.41
293,college,75,US,1586898210,52,64.86,-147.8,42.8,12.75
294,guaraniacu,0,BR,1586898057,53,-25.1,-52.88,60.42,4.68
295,buin,54,CL,1586898244,21,-33.73,-70.75,80.6,6.93
296,itoman,75,JP,1586898245,63,26.12,127.67,64.4,5.82
297,cartagena,40,CO,1586898007,70,10.4,-75.51,86.0,9.17
298,baker city,1,US,1586898246,49,30.59,-91.17,75.0,10.29
299,marsabit,99,KE,1586898246,51,2.33,37.99,72.88,11.9
300,marystown,100,CA,1586898246,96,47.17,-55.15,41.29,14.99
301,atasu,15,KZ,1586898247,67,48.68,71.64,36.28,7.25
302,itanhaem,100,BR,1586898026,78,-24.18,-46.79,78.01,6.93
303,vallenar,0,CL,1586898247,31,-28.57,-70.76,73.8,7.78
304,bengkulu,95,ID,1586898247,82,-3.8,102.27,78.44,3.74
305,gejiu,3,CN,1586898247,56,23.31,103.16,49.89,2.95
306,fenoarivo,12,MG,1586898247,64,-18.93,47.44,57.45,5.01
307,hervey bay,90,US,1586898248,43,33.5,-93.78,55.99,8.05
308,hambantota,74,LK,1586898248,82,6.12,81.12,80.73,6.04
309,merauke,100,ID,1586898249,89,-8.47,140.33,77.16,9.8
310,moss vale,100,NO,1586898250,64,59.43,10.66,46.99,11.41
311,balezino,35,RU,1586898250,87,57.98,53.01,33.33,3.29
312,ulladulla,73,AU,1586898250,67,-35.35,150.47,60.8,11.41
313,novobureyskiy,0,RU,1586898251,79,49.8,129.88,33.78,4.07
314,ruidoso,20,US,1586898251,23,33.33,-105.67,64.4,17.22
315,luderitz,88,NA,1586898251,72,-26.65,15.16,62.6,13.87
316,lufilufi,79,WS,1586898251,77,-13.87,-171.6,84.04,13.87
317,aklavik,75,CA,1586898251,69,68.22,-135.01,33.8,3.36
318,melfi,75,IT,1586898252,87,41.0,15.65,50.0,8.05
319,gualaquiza,97,EC,1586898252,58,-3.4,-78.55,74.7,1.23
320,rexburg,75,US,1586898252,30,43.83,-111.79,46.0,11.23
321,noumea,74,NC,1586898252,88,-22.28,166.46,71.6,2.24
322,ambilobe,68,MG,1586898253,79,-13.2,49.05,74.48,6.38
323,escanaba,90,US,1586898241,46,45.75,-87.06,32.0,11.41
324,riyadh,8,SA,1586898253,21,24.69,46.72,71.6,19.46
325,beringovskiy,100,RU,1586898253,97,63.05,179.32,24.98,10.92
326,merta,100,IN,1586898253,23,26.65,74.03,85.64,12.08
327,ovalle,0,CL,1586898254,34,-30.6,-71.2,75.43,6.64
328,avera,40,US,1586898254,42,33.19,-82.53,82.99,9.17
329,kem,100,RU,1586898255,92,64.96,34.58,33.71,10.78
330,lewisporte,90,CA,1586898255,87,49.25,-55.05,46.99,16.11
331,qui nhon,20,BR,1586898256,62,-10.97,-37.6,86.0,10.29
332,kingman,1,US,1586897998,20,35.19,-114.05,73.99,10.29
333,yandyki,100,RU,1586898257,88,45.77,47.13,48.04,13.65
334,belmonte,40,BR,1586898257,83,-15.86,-38.88,78.8,3.36
335,cidreira,10,BR,1586898258,64,-30.18,-50.21,66.11,22.12
336,champerico,40,GT,1586898258,39,14.3,-91.92,96.8,6.93
337,constitucion,13,CL,1586898260,50,-35.33,-72.42,62.37,10.8
338,harda,49,IN,1586898260,17,22.33,77.1,88.09,2.37
339,arman,98,RU,1586898261,95,59.7,150.17,24.12,2.84
340,soe,80,ID,1586898261,82,-9.86,124.28,66.56,2.59
341,saiki,100,JP,1586898262,50,32.95,131.9,55.09,2.17
342,namatanai,100,PG,1586898085,77,-3.67,152.43,81.36,5.39
343,hailin,0,CN,1586898262,64,44.58,129.42,38.48,3.24
344,rio gallegos,40,GR,1586898220,59,38.3,21.78,62.6,8.05
345,broome,40,US,1586898262,26,42.25,-75.83,48.99,9.17
346,petropavlovsk-kamchatskiy,94,RU,1586898262,85,53.05,158.65,24.8,4.47
347,coihaique,100,CL,1586898157,62,-45.58,-72.07,55.4,4.09
348,tuatapere,100,NZ,1586898263,94,-46.13,167.68,45.0,5.01
349,namibe,1,AO,1586898263,69,-15.2,12.15,74.41,5.08
350,ballina,40,AU,1586898263,100,-28.87,153.57,60.01,4.68
351,sattahip,20,TH,1586898100,88,12.67,100.9,84.99,4.7
352,hurricane,1,US,1586898264,12,37.18,-113.29,57.2,5.46
353,salym,100,RU,1586898264,94,60.06,71.48,43.34,6.13
354,kieta,99,PG,1586898265,74,-6.22,155.63,81.97,2.59
355,bhinmal,81,IN,1586898265,30,25.0,72.25,84.38,9.89
356,lagoa,100,PT,1586898266,85,39.05,-27.98,52.84,19.82
357,russell,20,US,1586898267,54,32.35,-85.2,78.8,13.87
358,keti bandar,39,AM,1586898267,36,40.87,43.84,32.0,5.82
359,agadir,40,MA,1586898267,72,30.42,-9.6,64.4,5.82
360,vardo,75,NO,1586898268,93,70.37,31.11,35.6,8.05
361,kapit,25,MY,1586898268,94,2.02,112.93,73.96,0.81
362,tres arroyos,7,IT,1586898268,16,46.32,11.1,59.0,14.99
363,korla,62,CN,1586898268,20,41.76,86.15,64.04,10.76
364,chepen,21,PE,1586898269,53,-7.22,-79.45,81.5,11.9
365,lhokseumawe,77,ID,1586898269,80,5.18,97.15,79.54,1.34
366,araouane,98,ML,1586898269,41,18.9,-3.53,81.72,18.72
367,aksu,67,CN,1586898269,17,41.12,80.26,64.98,5.28
368,wahiawa,75,US,1586898205,88,21.5,-158.02,75.2,4.7
369,fayaoue,98,NC,1586898269,83,-20.65,166.53,77.41,19.69
370,richards bay,40,US,1586898270,62,46.84,-95.91,26.6,12.75
371,high level,90,US,1586898270,53,33.61,-95.75,57.2,5.82
372,kiunga,92,PG,1586898270,97,-6.12,141.29,73.49,1.92
373,sao filipe,10,IN,1586898271,13,20.51,76.21,85.64,1.52
374,letterkenny,39,IE,1586898272,80,54.95,-7.73,39.99,0.16
375,north bend,0,FR,1586898272,60,50.33,3.67,44.6,4.7
376,joquicingo,5,MX,1586898273,16,19.05,-99.47,93.2,10.29
377,chik,68,RU,1586898273,64,54.99,82.43,39.2,2.24
378,bonthe,100,SL,1586898273,79,7.53,-12.51,82.04,6.38
379,grahamstown,64,ZA,1586898005,95,-33.3,26.53,62.01,4.21
380,mahebourg,75,MU,1586898274,83,-20.41,57.7,78.8,14.99
381,sandpoint,90,US,1586898164,37,48.28,-116.55,57.99,8.05
382,laguna,1,US,1586898055,19,38.42,-121.42,78.8,11.41
383,fairbanks,20,US,1586898197,56,64.84,-147.72,42.8,10.29
384,iqaluit,75,CA,1586898275,62,63.75,-68.51,19.4,6.93
385,glens falls,40,US,1586898275,50,34.87,-88.41,54.0,9.17
386,port moresby,84,CD,1586898276,61,-7.03,29.76,72.25,2.17
387,kondinskoye,100,RU,1586898276,95,59.65,67.41,35.94,5.91
